id,title,description,price,size,age,floors,bedroom,city,location,district,house_type,pattern,tags,environment,url,image,CP_value
2194,可雙租補⚡台電⚡電梯套房⚡陽台獨洗⚡近國軍台中醫院,,17499,18.0,0.0,1,1,台中市,台中市北區中清路一段,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0be47328522348b,7ef893fe933bc481f735c161c885b00f.jpeg,0.8410666871520524
2195,租屋補助✨可貓快搶✨陽台獨洗✨流理臺✨衛浴開窗,,8499,11.0,0.1,4,1,台中市,台中市北屯區雷中街,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0f3b12291195274,0a1245d8cc6fdcc03867847ab426029b.jpeg,0.3902111856686589
2196,租屋補助✨樓中樓✨陽台獨洗✨機車位✨,,10999,13.0,0.1,1,1,台中市,台中市西屯區天水中街,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0672f729099889c,4b9b5cb4534c1df3aa18c6e029fa7af1.jpeg,0.88285012641124
2197,✨簡單舒適只鄞一間✨可租屋補助✨機車位✨獨洗窗曬✨,,7499,10.0,0.0,2,0,台中市,台中市龍井區新興路,,透天厝,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0c0f0b292260129,15c44c51fad82c57e734699e6a632a11.jpeg,0.36012689020589067
2198,整棟極新➕可貓可租補➕陽台獨洗➕衛浴開窗➕子母車,,7799,15.0,0.1,2,1,台中市,台中市北屯區環中東路二段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=08ddc7292191970,aeacb1ebb38d2c98dda697c4469cb197.jpeg,0.4034805102521117
2199,全新未住⛅可貓⛅可租補⛅陽台獨洗⛅機車位⛅多戶選⛅,,12999,10.0,0.1,5,1,台中市,台中市北屯區建和路二段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00532d292165070,fe98b1965cb25636c4f4278bb2bf8191.jpeg,0.5573756534441461
2200,⭐近一中⭐電梯⭐可租補⭐子母車⭐飲水機⭐陽台獨洗,,10999,14.0,0.1,5,1,台中市,台中市北區進化路,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0794cd29305598c,13b4bc897650aaae1cec56ca63433a1c.jpeg,0.0
2201,全新裝潢➕可雙租補➕台水電➕陽台獨洗➕我愛龍邦,,11999,16.0,0.1,21,1,台中市,台中市北屯區文心路四段/我愛龍邦大樓,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;樓中樓;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0a0bb329123900e,88827421c9d3c0aa4d8d410a1b2b6734.jpeg,2.3396860296042736
2202,新光遠百✨舒適✨可租補✨獨洗✨生活機能優✨環境佳,,12499,12.0,0.2,5,0,台中市,台中市西屯區龍門路,,別墅,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=00913b291066417,df73a4bdcbbc94af508ad4f1b5651f9b.jpeg,0.3651901128291704
2203,松竹車站/超新屋/機車位.租補報稅/乾濕分離,,12999,13.0,0.1,5,0,台中市,台中市北屯區南興路,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=01e3cd29219212b,a9c30df460181eeeab3907cb9d4062e7.jpeg,0.8688502833099925
2204,❤️寵物的家✅租補✨陽台獨洗✨機車車位✨子母車,,12999,15.0,0.1,3,1,台中市,台中市西區樂群街,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=030fa0292247944,50d94e3f48e17c7dccf1e432a08da4d5.jpeg,0.9797468233551081
2205,小資首選✨可貓的家✨獨洗曬✨衛浴開窗✨機車好停,,7499,9.0,0.1,7,1,台中市,台中市北區梅亭街,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0cd47329141258a,93c5e0a13481d050133e4e96a6dffcac.jpeg,1.4250735512433101
2206,近全新✨陽台獨洗✨機車位採光極佳✨子母車飲水機,,11999,12.0,0.0,7,0,台中市,台中市北屯區水景街,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=03c75e272696273,d39b21d27209aeb3f07a7a803015871a.jpeg,0.5635100711900476
2207,♥️可寵✨可租補✨飲水機✨獨洗✨,,7999,11.0,0.0,4,1,台中市,台中市北區太原四街,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06c92a28854012a,cbdf99c5c2472fd93f5f1a873cdc8f30.jpeg,0.7769354203660925
2208,東海中科全新系統裝潢❤️陽台獨洗機車位❤️可雙租補,,7999,8.0,0.11,2,1,台中市,台中市龍井區遊園南路,,電梯大廈,1房1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0460d6283672592,dcd6ce81bae22e661a927c6210959e27.jpeg,0.2705491279855644
2209,超大陽台獨洗曬✨生活機能好❗採光佳✨西屯最頂套房✨,,11499,15.0,0.1,2,1,台中市,台中市西屯區大安街,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09229829131695e,6c03d5e7760783d68e366022f8ce8810.jpeg,1.5003403962452146
2210,✨可寵✨可租補✨陽台獨洗✨全新家電具,,9999,13.0,0.0,4,1,台中市,台中市東區復興路五段,,透天厝,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=04ba4927965882a,622e2e48b43c526862d5d53ad1e0e021.jpeg,1.5578640512071529
2211,廣天宮✨CP套房✔衛浴乾溼分離,,7999,11.23,0.0,4,1,台中市,台中市北屯區大連路三段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=034887252268694,6f5d70c17e3203b4d09e9855fe67a0c0.jpeg,1.7825614243879073
2212,❤全新未住❤租屋補助❤陽台獨洗❤汽機車❤北屯好市多,,11999,13.0,0.0,5,0,台中市,台中市北屯區建和路二段,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=08712b29042492d,9f6c3b3d3e09c07ec01a8795d4c254f6.jpeg,0.5625368240895466
2213,便宜小資 全新整理 可寵 系統裝潢 獨洗曬 電梯,,8700,11.0,0.1,3,1,台中市,台中市北區五順街/五順街61號華廈,,華廈,1房1衛,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=065c83291804415,e9b2c482648928c792af1441107be9f1.jpeg,0.0
2214,電梯大樓☆台水電☆陽台獨洗☆管理員☆子母車☆可租補,,9500,13.0,1.4,11,1,台中市,台中市中區中華路一段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=02a8d9279810180,c14acc490eeb383b148c49fe43869679.jpeg,2995.7894736842104
2215,整棟全新⏳可雙租補⏳陽台獨洗⏳飯店裝潢⏳電梯子母車,,12499,18.0,0.1,3,1,台中市,台中市西區五權路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=079725291491120,82d251c66af1247cba93c74d8e5ac0a6.jpeg,0.0
2216,可寵可狗⚡子母車⚡陽台獨洗⚡可租補⚡飲水機,,12000,12.0,0.0,3,0,台中市,台中市北區益華街,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=06a88e22197485a,6d3fe55194581de7efa93fcee6fa9e35.jpeg,2.338690252587704
2217,獨立套房✨獨立陽台✨一房一廳✨大空間,,11499,15.0,0.0,6,1,台中市,台中市北區武昌路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=09444d27159666d,faa384f140a7aa820bb585ebee9bff57.jpeg,0.0
2218,秒殺北區❤明亮套房❤學生小資首選❤近中國醫,,5499,10.0,6.4,3,1,台中市,台中市北區梅亭街,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=039864234097794,892c0dc75931b0fdd024d53dc80b2f5a.jpeg,1.480609544892093
2219,北屯電梯⛅可雙租補⛅台水電⛅子母車⛅全新整理,,7799,10.0,0.1,4,1,台中市,台中市北屯區旅順路一段,,華廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0d9fff292646231,4cedf26734cf691016fdc26288852947.jpeg,2.417810874886385
2220,一中三井秀泰⭐租補最省⭐小資必租,,6499,10.0,0.0,4,1,台中市,台中市東區自由路三段,,透天厝,1房1衛,,為邊間,https://www.rakuya.com.tw/rent/rent_item?ehid=0cfa9d29387747c,12b8f8440d67f4f55bfb6511039df9ac.jpeg,1.6564814093925455
2221,近曉明女中✅可寵可雙租補✅台水電陽台獨洗✅電梯,,9999,11.0,0.0,11,1,台中市,台中市北區漢口路四段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=07f99e284909839,633269f0daeb903eeb9e65d29c65eef1.jpeg,1.5857008051534198
2222,整棟新蓋爬梯⭐可租補⭐中國醫⭐流理台⭐陽台獨洗,,11999,11.0,0.1,3,1,台中市,台中市北區育德路,,透天厝,1房1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=02df74292194252,d76cf14913758eb0ad74ae89444fb5cd.jpeg,0.8146078231192917
2223,大套房⭐可租補⭐超秒殺⭐陽台⭐子母車⭐飲水機⭐共洗,,6999,9.0,0.1,2,1,台中市,台中市北屯區文心路三段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=066b7e292320387,fa78a67292871e96a02f62b459491364.jpeg,0.9483748573740302
2224,秒殺物件✨陽台獨洗✨絕美採光✨租屋補助✨室內機車位,,8799,12.0,0.1,7,1,台中市,台中市北區自強街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01372429100106b,63cd848e7d59ec76b334471ac6cfcd92.jpeg,0.6500174497900052
2225,整棟全新✅雙租補✅電梯上樓✅陽台獨洗曬✅子母車,,11299,10.0,0.1,3,1,台中市,台中市北區自強街,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04625d29296421e,59b26a9f119c957b5e48d52e6194510f.jpeg,0.6311544669708394
2226,電梯❤️陽台洗曬❤️明亮乾淨❤️機車位❤️飲水機,,8999,10.0,0.1,3,1,台中市,台中市北屯區天津路四段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0b2ad4292401859,c13e17e57053d177d09b297af28b30ea.jpeg,2.206566330290312
2227,近74中台/全新未住/可貓／雙租補/機車位,,12999,12.0,0.1,3,0,台中市,台中市北屯區建和路二段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fde9d292007042,21cd392abb6f92669eff10dcba952ffb.jpeg,0.5573756534441461
2228,近74中台/全新未住/可貓／雙租補/機車位/,,11999,12.0,0.1,3,0,台中市,台中市北屯區建和路二段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0d267129200708b,a98a71066478523b9b2afc4c7a9e23d8.jpeg,0.5625368240895466
2229,近中華一中街✨陽台獨洗✨格局方正✨衛浴開窗機車位,,9999,10.0,0.0,5,0,台中市,台中市中區三民路二段,,透天厝,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=065e1f288998153,2cbec492093452c5dca4b7d0327acae3.jpeg,0.0
2230,北屯CP質高套房❤️可租補❤️大空間❤️,,7499,8.0,0.0,2,1,台中市,台中市北屯區文心路三段,,透天厝,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0a9d6d27747817d,13124572f8b6a79f955464b6f7bb0de6.jpeg,0.940445650423383
2231,近lalaport⛅可租補⛅陽台獨洗⛅子母車⛅,,9999,10.0,0.1,3,1,台中市,台中市東區練武路,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04d11c293025884,7053d6df4b6a4b4d508a7a0fcd207610.jpeg,1.465406261314195
2232,北屯秒殺超大間✨可租補❗獨洗曬✨全新整理✨,,10999,1001.0,0.1,3,1,台中市,台中市北屯區軍和街,,透天厝,1房1廳1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=074035292425294,73694899eec6ea2c4ce6c2356f191ec5.jpeg,0.593810107296647
2233,可租補⚡台電⚡電梯⚡陽台獨洗⚡近台體大,,7999,12.0,0.0,3,1,台中市,台中市北區自強街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0a79cb281801733,7a6eaacdaafa9c9077f0cf4f7cbc2794.jpeg,0.6574854280102018
2234,可雙租補✔️陽台獨洗✔️精美套房✔️衛浴開窗,,11499,10.0,0.1,9,1,台中市,台中市西區公館路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e9dd129284133b,e9b58eed4e3ccb87c929d57cb9b72f80.jpeg,0.0
2235,台中車站✔一房一廳❤專屬洗衣機,,7999,9.87,0.0,2,1,台中市,台中市北區自由路二段,,透天厝,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0c68f422176556c,f798e5aa9fc8065eb46f6f19a0dd1a8d.jpeg,1.5232426375640078
2236,可雙租補⭐️陽台獨洗⭐️超大空間⭐️情侶最愛套房,,11999,16.0,0.0,5,1,台中市,台中市北區忠太西路,,公寓,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0ecf07277118082,4f4dbc91f08b14a3bf173f833b8331af.jpeg,1.08030428155605
2237,北平商圈✨電梯套房✔可另租車位,,7900,9.5,0.0,3,1,台中市,台中市北屯區北平路三段,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=02de7f224180780,4cfc2f80445e60c77d6c0d6fbbad8118.jpeg,2.518352114931261
2238,秒殺物件✨陽台獨洗✨絕美採光✨電梯套房✨汽車超好停,,8999,14.0,0.1,2,1,台中市,台中市北屯區中平路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08e567291603816,10a585c4572147281765d2a921454d16.jpeg,0.22347523965531446
2239,可租補可貓⚡電梯套房⚡陽台獨洗⚡近中台大學,,12999,15.0,0.0,2,1,台中市,台中市北屯區軍榮一街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0dc087282632969,de699dd64ddb529f0b8f1db4efcd13eb.jpeg,0.5458038405698732
2240,❤️養貓看這邊可租補❤️獨立陽台|流理臺|雙門冰箱,,11500,14.0,0.1,2,1,台中市,台中市北屯區昌平路一段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=06a84b29204201f,fc4703804069772cf12a506271cf7ae7.jpeg,2.192783058714694
2241,秋紅谷❤台電✨飲水機❤可雙租補,,12999,15.0,0.0,3,1,台中市,台中市西屯區台灣大道三段,,透天厝,1房1廳1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0e6901288835663,8f07eb7595ef23d269e61c867acf86f3.jpeg,1.0655711021726324
2242,小資首選✨租屋補助✅陽台獨洗✨室內機車✨IG搶先看,,8499,12.0,0.1,2,1,台中市,台中市北區自強街,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fd2f7291804480,29a3f23c66e77117aa18b1bc738cf9ec.jpeg,0.6527168923912112
2243,近新光遠百✅超大坪數情侶最愛✅陽台獨洗超新電梯,,13999,15.0,0.0,4,1,台中市,台中市西屯區天水西六街,,電梯大廈,1房1衛 - 1陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=029474281096348,248fcba89bed93b307d7cc8d5cf13b29.jpeg,0.8758653182523264
2244,秒殺北屯❤獨洗曬陽台❤電梯精美套房❤機車位❤子母車,,8499,12.0,4.6,2,1,台中市,台中市北屯區僑孝街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09e01918853753c,77c7a2f9302747d1972c528a42891c47.jpeg,1.0601581823621227
2245,小資⛅兩房⛅可租補⛅台水電⛅樓梯好爬⛅等垃圾車,,14999,15.0,0.1,2,2,台中市,台中市北區華中街,,透天厝,2房1廳1衛 - 1陽台1廚房,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=09f736292307887,e333358c744e92ba6d5a63d3e3dd9e07.jpeg,1.7437597873738901
2246,台中車站✨可租補❤子母車飲水機,,5200,10.0,0.0,3,1,台中市,台中市中區民權路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0c9d6e265678380,bad7287aad78e97669f0dbccc60ce066.jpeg,0.276678441823368
2247,✨大坪數可養貓✨乾溼衛浴|電梯陽台|走路教育大,,12799,11.0,0.0,6,1,台中市,台中市西區民生路,,透天厝,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0f1bd5281014679,1f41e7e60c1786c5fdbe8bd6f02d4681.jpeg,1.2973856269758615
2248,秒殺便宜類一房一廳❤️可租補❤️可貓❤️,,9999,11.0,0.0,2,1,台中市,台中市北區華中街,,透天厝,1房1廳1衛 - 1室1陽台1廚房,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04f35e277446278,723c423e0fa12f37bf83ff3bb4639138.jpeg,1.827284062615665
2249,全新⭐秒殺⭐可租補⭐獨洗曬⭐子母車飲水機⭐機車位,,11000,12.0,0.0,3,1,台中市,台中市北屯區軍和街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=01528928383159b,c3364708d871a7288247c6359e557a66.jpeg,0.5938038127043441
2250,整棟新完工⏳可雙租補⏳可貓咪⏳陽台獨洗⏳子母車,,10499,15.0,0.1,6,1,台中市,台中市西屯區何厝街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=01cd1029025737f,e7c722c5cf3b984fd56f93511cb6c002.jpeg,1.120947073624092
2251,✨小資首選✨絕美採光✨木質地板✨秒殺套房,,6299,11.0,0.0,4,1,台中市,台中市中區中山路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0e4e6f293165560,1b7c7e4320fc1a5ba166be15c4611578.jpeg,0.02207358570177374
2252,小資首選✨絕美採光✨住戶單純✨租屋補助✨貓奴首選,,5999,13.0,0.1,2,1,台中市,台中市北屯區文昌東五街,,透天厝,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00da60292507160,c550a971c95a556c6d1646f5f65fb644.jpeg,2.364553611286775
2253,租補✅可家庭✅子母車✅獨洗曬✅機車位,,10999,12.0,0.1,3,1,台中市,台中市北屯區軍和街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0423c0292403857,4a9228e95b41f1a6f61ca8135ce4d162.jpeg,0.593810107296647
2254,全新電梯❤️租補❤️陽台獨洗❤️年繳優惠❤️乾溼離,,9999,12.0,0.1,2,1,台中市,台中市北屯區雷中街,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fb92a292047778,b4b404ec25c9774cd5d0c3071e932d26.jpeg,0.3827553667611703
2255,全新完工⚡雙租補⚡陽台獨洗曬⚡系統櫃⚡子母車⚡電梯,,17900,19.0,0.0,3,0,台中市,台中市中區臺灣大道一段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00c34a28228746d,f3a8e7f4a6a7451695b54a4562f9a76f.jpeg,1.180293361542676
2256,機車位⚡流理台⚡陽台獨洗曬⚡飲水機⚡子母車⚡可租補,,16000,10.0,0.1,4,0,台中市,台中市北屯區同平巷,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0ccccb28441840e,075eacd21bc7a22df45817910d49307a.jpeg,0.4812804871781767
2257,拉拉珀⭐免爬高⭐時尚套房⭐小資價,,6499,9.2,0.1,2,1,台中市,台中市東區旱溪西路一段,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0efe8628524712e,41357ebe4e91869ed416c2070d14df8a.jpeg,0.5392464765089513
2258,陽台獨洗曬✨可貓咪❗北屯精裝套房✨可租補❗,,8499,10.0,0.1,4,1,台中市,台中市北屯區平德路,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0db0dd29132408d,29543ddc7fa41a51421adf2baacb9b93.jpeg,0.2787222754776135
2259,超大坪數✨租屋補助✨變頻冷氣✨小資快搶,,6999,13.0,0.1,2,0,台中市,台中市北屯區文心路三段,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=054182292569727,9fa86f43a0e8ae3ae26dea53419cdfb1.jpeg,0.9483748573740302
2260,送一個月租金❤全新未住❤超美窗景❤洗脫烘❤衛浴開窗,,9999,12.0,0.0,4,0,台中市,台中市北屯區一新一街,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0e448d290321213,599321e17399bd30d6169492cae79319.jpeg,0.0
2261,⭐近中台 慈濟 好事多⭐可雙租補⭐可貓⭐全新未住⭐,,11999,15.0,0.1,3,1,台中市,台中市北屯區建和路二段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0e9fad291661694,a353c5fc648dcc3159c3375d1a695370.jpeg,0.5625368240895466
2262,全新完工獨洗曬小資便宜有流理台採光好,,9500,11.0,0.1,4,1,台中市,台中市北區梅亭街,,公寓,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0267b9291801777,37b21ec982a27c2658d5b2d44d60f8d6.jpeg,1.385269705057246
2263,❤松竹車站❤可寵物❤獨洗獨曬❤可租屋補助❤子母車❤,,7999,12.0,2.0,4,1,台中市,台中市北屯區松明街,,別墅,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=042d1f212321207,a9db0abf4b9992065de966304c95515a.jpeg,0.6360456857924778
2264,❤️大坪數雙租補❤️有電梯|質感裝潢|近森林公園,,12500,15.0,0.1,4,1,台中市,台中市西區公益路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09d01f291366914,561993470f593b42570ca22e1f714765.jpeg,0.0
2265,乖寵的家✨系統裝潢✨陽台獨洗✨電梯上樓✨IG搶先看,,7699,13.0,0.1,3,1,台中市,台中市北區五順街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09e422291892456,6c9be85f05b66d7d1c0a68e16b82f6a4.jpeg,0.0
2266,整棟新蓋✨租屋補助✅陽台獨洗✨機車位✨IG搶先看,,11999,14.0,0.0,4,1,台中市,台中市北屯區建和路二段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0944de286724655,639904b578db4d65f620b697f7704f4c.jpeg,0.5625368240895466
2267,稀有大空間✨可貓貓✨超新屋況✨採光超好✨IG搶先看,,7999,14.0,0.1,3,1,台中市,台中市北區自強街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0329fe291804518,37d13748f19bf0e9899c8cead81d457b.jpeg,0.6574854280102018
2268,超大空間✨採光超好✨電梯上樓✨沙發茶几✨IG搶先看,,8499,13.0,0.1,4,1,台中市,台中市北區青島路一段,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0053e0291804561,23a6fa4aa878a5ee35af235390849cc0.jpeg,1.029752115946383
2269,超大空間❤️家庭首選✅含平車含機車✅可狗狗✨子母車,,22499,45.0,0.1,4,2,台中市,台中市北屯區遼寧路一段,,電梯大廈,2房2廳1衛 - 2陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0cc96f29108314b,216a57f179de2dd0af3432cfe78dc111.jpeg,1.4303168284012884
2270,陽台獨洗✨機車位✨流理台衛浴窗✨電梯✨子母車飲水機,,10999,10.0,0.0,2,0,台中市,台中市北屯區東山路一段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0adbce275238293,6b55c2d83c550faaa6a281eb1410346b.jpeg,0.6213377281647035
2271,陽台獨洗✨衛浴開窗✨電梯免爬✨機車位✨子母車飲水機,,11499,10.0,0.0,2,0,台中市,台中市北屯區水景街,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=046222272696373,8a15c5e3d9df23cf06d33a31ebfa1756.jpeg,0.5662953646844715
2272,電梯大樓☆可雙租補☆子母車☆乾溼分離☆陽台獨洗曬,,11000,10.0,0.0,2,1,台中市,台中市西屯區西安街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0cf38f27819434e,4fdd754a85bddb0367e170e29084b3e1.jpeg,1.6693358840595633
2273,全新透天電梯☆可雙租補☆變頻冷氣☆乾溼分離,,13000,15.0,0.6,3,1,台中市,台中市西屯區福安八街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=013db027687768f,ed4593510927bead5687b828faf7c7cf.jpeg,0.5592993543183049
2274,近勤美✅可租補✅陽台獨洗✅有電磁爐爬梯,,7599,10.0,0.0,5,1,台中市,台中市西區華美街,,公寓,1房1衛 - 1陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=062628281852300,d5b7dc389ede08b099a62881e58dabec.jpeg,1.7792557435521066
2275,近中清捷運✨可貓咪✅木地板✨陽台✨運動套房,,6500,10.0,13.1,5,1,台中市,台中市北區中清路一段,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=079304151633221,4ccc4e930f2f5ac1987c2af669d3db18.jpeg,0.944448760131066
2276,可雙租補⛅陽台獨洗⛅流理台⛅子母車飲水機⛅中國醫,,10000,11.0,0.1,4,1,台中市,台中市北區篤行路,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=026b6a268157029,35f2a4e451c113f04f961639be1ace78.jpeg,1.1035154689347064
2277,旱溪✔可租補✔專屬洗衣機✔機車位,,5499,10.23,0.0,3,1,台中市,台中市東區十甲東路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0563f9250108108,8844e017385538d7c88f3046a293e6d7.jpeg,0.0
